1.403071967851694498e-03,3.458094937616396775e-02,1.964765584941681811e-02
1.183480812120853154e-02,6.606031143205486067e-02,3.287340369523891054e-02
-3.774199896620357431e-02,-7.017751380291547408e-03,-2.723884497433649854e-02
-3.919737766142691177e-02,-1.959764731011080438e-02,5.576194136955219677e-02
3.136102281082702586e-02,-2.429296914649172953e-02,-1.863961214880200876e-02
-2.285888285705860168e-02,-3.573139497376902340e-02,4.646996842315773840e-02
2.038429962724606220e-02,3.033916065791947628e-02,2.068268664061457054e-02
-3.874694968401329320e-03,3.721723437912146520e-02,-2.294642657877201536e-02
2.675696394281595891e-02,-8.198092406093300533e-02,-3.329160781396547919e-02
-4.751586494853156373e-02,3.699287341823843250e-02,6.638861168394818990e-02
-1.249931249068909726e-02,3.422830860306994710e-02,9.159365445765461911e-03
-2.811035611316654859e-02,3.462561046026658290e-02,3.304583607879524321e-02
7.359717123928453952e-02,-3.693045281438616517e-02,3.258654925719425138e-02
3.373054999504754292e-02,-1.183333476594610953e-02,-3.167759767593716219e-02
-3.400041370409936231e-02,4.168999915237273091e-02,-1.528811878682246120e-02
-4.695244972143176182e-02,-4.243407176078465431e-02,-3.214251483788422431e-02
4.227755447856830495e-02,2.712492816092872822e-02,1.943176653904946094e-02
3.397093753130565885e-02,-3.148996764620873301e-02,-1.895984950930231991e-02
-3.983980607725483986e-02,1.749776467078377126e-02,3.655261543786108430e-02
-3.927034545171158297e-02,-3.042859922916046900e-02,3.645514319379318524e-02
-1.566677838986754029e-02,-8.879607310442790696e-04,3.557737142904297128e-02
-1.353955078193703684e-02,1.191856690048627085e-02,3.487053639798672056e-02
3.179463707523985661e-02,-3.676004501214293757e-02,-7.575296554269905780e-02
3.210544097953329373e-02,-2.211107859377776756e-03,6.096795557976473351e-02
1.542552085188577879e-02,2.794619549416254775e-02,-5.996373600928916157e-03
-5.674323432463122818e-03,2.326486951588707577e-03,-8.835749196582794694e-04
-5.041840701482944859e-02,-1.557845388941509097e-02,-1.655845932612020482e-02
-4.592394546136746580e-03,-5.980922882869881864e-03,-3.095665472083345207e-02
2.146198108516949449e-02,-1.120881809572880309e-03,7.271185098232527469e-03
2.641981028697290047e-03,3.023590691257037333e-04,5.500102985076291140e-03
5.306284779916884548e-02,3.560435283940049239e-02,3.127875420914150162e-02
1.620061708439636192e-02,1.682885756724814344e-02,-4.212730066285660241e-02
3.535195503370418962e-02,-4.649896879677588302e-03,2.989935523209192453e-02
-9.357939886453335229e-03,1.535225251698356559e-02,2.891382140075453300e-02
7.184843758864269125e-02,1.735731747495383726e-02,3.150855750534016508e-02
-3.175161809251718370e-02,1.200615557969452775e-02,3.562564573156513925e-02
-4.495328697909692361e-02,3.269769923096360609e-02,3.334976264446650254e-03
3.217511235071826570e-02,-5.208186691168063820e-04,-3.195064319524166391e-02
1.091352131077046733e-02,-2.136728000622396817e-02,1.097740724967531320e-02
1.101687483467921405e-02,6.792563533896966294e-03,-4.640075770833957530e-02
3.264139711041026681e-02,-2.924948942969086627e-02,7.864558155232641290e-02
3.051076471637870213e-02,2.850738442966197633e-02,2.264038044986543818e-02
